name,material_type,roughness,thickness,conductivity,resistance,density,specific_heat,thermal_absorptance,solar_absorptance,visible_absorptance,gas_type,u_factor,solar_heat_gain_coefficient,visible_transmittance,optical_data_type,solar_transmittance_at_normal_incidence,front_side_solar_reflectance_at_normal_incidence,back_side_solar_reflectance_at_normal_incidence,visible_transmittance_at_normal_incidence,front_side_visible_reflectance_at_normal_incidence,back_side_visible_reflectance_at_normal_incidence,infrared_transmittance_at_normal_incidence,front_side_infrared_hemispherical_emissivity,back_side_infrared_hemispherical_emissivity,dirt_correction_factor_for_solar_and_visible_transmittance,solar_diffusing,frame_width,annotation
I01 25mm insulation board,StandardOpaqueMaterial,MediumRough,1,0.208004154,4.807596295,2.684402305,0.289003535,0.9,0.6,0.6,,,,,,,,,,,,,,,,,,
I02 50mm insulation board,StandardOpaqueMaterial,MediumRough,2,0.208004154,9.615192591,2.684402305,0.289003535,0.9,0.6,0.6,,,,,,,,,,,,,,,,,,
IEAD NonRes Roof Insulation-1.76,StandardOpaqueMaterial,MediumRough,2.912618228,0.339740118,8.573077103,16.54340955,0.199866246,0.9,0.7,0.7,,,,,,,,,,,,,,,,,,
IEAD Roof Insulation R-3.47 IP,StandardOpaqueMaterial,MediumRough,1.178836998,0.339740118,3.469819827,16.54340955,0.199866246,0.9,0.7,0.7,,,,,,,,,,,,,,,,,,
Insulating Concrete Forms - 1 1/2 in. Polyurethane Ins. each side - concrete 6 in.,StandardOpaqueMaterial,Smooth,9,0.4704,19.13265306,100.33,0.23,,,,,,,,,,,,,,,,,,,,,
Insulating Concrete Forms - 1 1/2 in. Polyurethane Ins. each side - concrete 8 in.,StandardOpaqueMaterial,Smooth,11,0.57,19.29824561,109.36,0.22,,,,,,,,,,,,,,,,,,,,,
Insulating Concrete Forms - 2 1/2 in. EPS Ins. each side - concrete 6 in.,StandardOpaqueMaterial,Smooth,11,0.51648,21.29801735,76.81,0.23,,,,,,,,,,,,,,,,,,,,,
Insulating Concrete Forms - 2 1/2 in. EPS Ins. each side - concrete 8 in.,StandardOpaqueMaterial,Smooth,13,0.60612,21.44789811,86.54,0.22,,,,,,,,,,,,,,,,,,,,,
Insulating Concrete Forms - 2 in. EPS Ins. each side - concrete 6 in.,StandardOpaqueMaterial,Smooth,10,0.6096,16.40419948,90.4,0.23,,,,,,,,,,,,,,,,,,,,,
Insulating Concrete Forms - 2 in. EPS Ins. each side - concrete 8 in.,StandardOpaqueMaterial,Smooth,12,0.72,16.66666667,100.33,0.22,,,,,,,,,,,,,,,,,,,,,
Insulating Concrete Forms - 2 in. Polyurethane Ins. each side - concrete 6 in.,StandardOpaqueMaterial,Smooth,10,0.4404,22.70663034,90.4,0.23,,,,,,,,,,,,,,,,,,,,,
Insulating Concrete Forms - 2 in. Polyurethane Ins. each side - concrete 8 in.,StandardOpaqueMaterial,Smooth,12,0.5196,23.09468822,100.33,0.22,,,,,,,,,,,,,,,,,,,,,
Insulating Concrete Forms - 2 in. XPS Ins. each side - concrete 6 in.,StandardOpaqueMaterial,Smooth,10,0.4704,21.2585034,90.4,0.23,,,,,,,,,,,,,,,,,,,,,
Insulating Concrete Forms - 2 in. XPS Ins. each side - concrete 8 in.,StandardOpaqueMaterial,Smooth,12,0.57,21.05263158,100.33,0.22,,,,,,,,,,,,,,,,,,,,,
Insulating Concrete Forms - 3 in. EPS Ins. each side - concrete 6 in.,StandardOpaqueMaterial,Smooth,12,0.5004,23.98081535,75.5,0.23,,,,,,,,,,,,,,,,,,,,,
Insulating Concrete Forms - 3 in. EPS Ins. each side - concrete 8 in.,StandardOpaqueMaterial,Smooth,14,0.57,24.56140351,86.14,0.22,,,,,,,,,,,,,,,,,,,,,
Insulating Concrete Forms - 3 in. XPS Ins. each side - concrete 6 in.,StandardOpaqueMaterial,Smooth,12,0.39,30.76923077,75.5,0.23,,,,,,,,,,,,,,,,,,,,,
Insulating Concrete Forms - 3 in. XPS Ins. each side - concrete 8 in.,StandardOpaqueMaterial,Smooth,14,0.45,31.11111111,86.14,0.22,,,,,,,,,,,,,,,,,,,,,
Insulating Concrete Forms - 4 1/2 in. Polyurethane Ins. each side - concrete 6 in.,StandardOpaqueMaterial,Smooth,15,0.3504,42.80821918,60.6,0.23,,,,,,,,,,,,,,,,,,,,,
Insulating Concrete Forms - 4 1/2 in. Polyurethane Ins. each side - concrete 8 in.,StandardOpaqueMaterial,Smooth,17,0.3996,42.54254254,71.12,0.22,,,,,,,,,,,,,,,,,,,,,
Insulating Concrete Forms - 4 in. EPS Ins. each side - concrete 6 in.,StandardOpaqueMaterial,Smooth,14,0.4296,32.58845438,64.86,0.23,,,,,,,,,,,,,,,,,,,,,
Insulating Concrete Forms - 4 in. EPS Ins. each side - concrete 8 in.,StandardOpaqueMaterial,Smooth,16,0.5004,31.97442046,75.5,0.22,,,,,,,,,,,,,,,,,,,,,
Insulating Concrete Forms - 4 in. XPS Ins. each side - concrete 6 in.,StandardOpaqueMaterial,Smooth,14,0.3504,39.9543379,64.86,0.23,,,,,,,,,,,,,,,,,,,,,
Insulating Concrete Forms - 4 in. XPS Ins. each side - concrete 8 in.,StandardOpaqueMaterial,Smooth,16,0.39,41.02564103,75.5,0.22,,,,,,,,,,,,,,,,,,,,,
Insulation 1m,StandardOpaqueMaterial,Smooth,39.37,0.13876,,1,0.27,0.9,0.7,0.8,,,,,,,,,,,,,,,,,,
Interior Wall Addi Insul,StandardOpaqueMaterial,MediumRough,1e-06,0.299941999,3.33e-06,1.399999086,0.199866248,0.9,0.7,0.7,,,,,,,,,,,,,,,,,,
Light Roof - 2/5 in.,StandardOpaqueMaterial,VeryRough,0.2,2.4012,0.083291687,120,0.2,,,,,,,,,,,,,,,,,,,,,
Linoleum/cork tile - 1/4 in.,StandardOpaqueMaterial,MediumRough,0.25,0.51,0.490196078,29,0.45,,,,,,,,,,,,,,,,,,,,,
LoE CLEAR 6MM,StandardGlazing,,0.236220472,6.240124619,0.16025321,,,,,,,,,,SpectralAverage,0.6,0.17,0.22,0.84,0.055,0.078,0,0.84,0.1,1,FALSE,,
LoE SPEC SEL CLEAR 3MM,StandardGlazing,,0.118110236,6.240124619,0.16025321,,,,,,,,,,SpectralAverage,0.45,0.34,0.37,0.78,0.07,0.06,0,0.84,0.03,1,FALSE,,
LoE SPEC SEL CLEAR 6MM Rev,StandardGlazing,,0.236220472,6.240124619,0.16025321,,,,,,,,,,SpectralAverage,0.43,0.42,0.3,0.77,0.06,0.07,0,0.03,0.84,1,FALSE,,
LoE SPEC SEL TINT 6MM,StandardGlazing,,0.236220472,6.240124619,0.16025321,,,,,,,,,,SpectralAverage,0.26,0.14,0.41,0.46,0.06,0.04,0,0.84,0.03,1,FALSE,,
LoE TINT 6MM,StandardGlazing,,0.236220472,6.240124619,0.16025321,,,,,,,,,,SpectralAverage,0.36,0.093,0.2,0.5,0.035,0.054,0,0.84,0.1,1,FALSE,,
Loose fill - Mineral fiber - 2 lb/ft3 - 13 3/4 in.,StandardOpaqueMaterial,Rough,13.75,0.336,40.92261905,2,0.2,,,,,,,,,,,,,,,,,,,,,
Loose fill - Mineral fiber - 2 lb/ft3 - 4 in.,StandardOpaqueMaterial,Rough,4,0.336,11.9047619,2,0.2,,,,,,,,,,,,,,,,,,,,,
Loose fill - Mineral fiber - 2 lb/ft3 - 6 1/2 in.,StandardOpaqueMaterial,Rough,6.5,0.336,19.3452381,2,0.2,,,,,,,,,,,,,,,,,,,,,
Loose fill - Mineral fiber - 2 lb/ft3 - 7 1/2 in.,StandardOpaqueMaterial,Rough,7.5,0.336,22.32142857,2,0.2,,,,,,,,,,,,,,,,,,,,,
Loose fill - Mineral fiber - 2 lb/ft3 - 8 1/4 in.,StandardOpaqueMaterial,Rough,8.25,0.336,24.55357143,2,0.2,,,,,,,,,,,,,,,,,,,,,
Loose fill - Mineral fiber - closed sidewalls - 3 1/2 in.,StandardOpaqueMaterial,Rough,3.5,0.336,10.41666667,2,0.2,,,,,,,,,,,,,,,,,,,,,
M01 100mm brick,StandardOpaqueMaterial,MediumRough,4,6.170789901,0.648215231,119.8616843,0.188688258,0.9,0.7,0.7,,,,,,,,,,,,,,,,,,
M11 100mm lightweight concrete,StandardOpaqueMaterial,MediumRough,4,3.674740053,1.088512369,79.90778954,0.200630553,0.9,0.5,0.5,,,,,,,,,,,,,,,,,,
M15 200mm heavyweight concrete,StandardOpaqueMaterial,MediumRough,8,13.52027001,0.591704159,139.8386317,0.214961307,0.9,0.5,0.5,,,,,,,,,,,,,,,,,,
Maple - 1 in.,StandardOpaqueMaterial,MediumSmooth,1,1.14,0.877192982,41.87,0.39,,,,,,,,,,,,,,,,,,,,,
Mass NonRes Wall Insulation-0.43,StandardOpaqueMaterial,MediumRough,0.017196119,0.339740118,0.050615509,16.54340955,0.199866246,0.9,0.7,0.7,,,,,,,,,,,,,,,,,,
Mass Wall Insulation R-4.23 IP,StandardOpaqueMaterial,MediumRough,1.438471204,0.339740118,4.234033978,16.54340955,0.199866246,0.9,0.7,0.7,,,,,,,,,,,,,,,,,,
Mastic asphalt (heavy - 20% grit) - 1 in.,StandardOpaqueMaterial,VeryRough,1,1.2996,0.769467528,59,0.22,,,,,,,,,,,,,,,,,,,,,
MAT-CC05 4 HW CONCRETE,StandardOpaqueMaterial,Rough,4,9.089781528,0.440054581,139.8386317,0.199866246,0.9,0.85,0.85,,,,,,,,,,,,,,,,,,
MAT-CC05 8 HW CONCRETE,StandardOpaqueMaterial,Rough,8,9.089781528,0.880109162,139.8386317,0.199866246,0.9,0.85,0.85,,,,,,,,,,,,,,,,,,
MAT-SHEATH,MasslessOpaqueMaterial,,,6.240124619,0.16025321,0.043699572,0.000167192,0.9,0.7,0.7,,,,,,,,,,,,,,,,,,
Metal Building Semi-Cond Wall Insulation-0.54,StandardOpaqueMaterial,MediumRough,0.604172732,0.339740118,1.778337913,16.54340955,0.199866246,0.9,0.7,0.7,,,,,,,,,,,,,,,,,,
Metal Building Wall Insulation R-4.14 IP,StandardOpaqueMaterial,MediumRough,1.404445223,0.339740118,4.133881011,16.54340955,0.199866246,0.9,0.7,0.7,,,,,,,,,,,,,,,,,,
Metal Deck - 1/16 in.,StandardOpaqueMaterial,Smooth,0.0625,314.4,0.000198791,488.22,0.12,,,,,,,,,,,,,,,,,,,,,
Metal Decking,StandardOpaqueMaterial,MediumSmooth,0.059055118,312.0478318,0.00018925,479.4467372,0.099933123,0.9,0.6,0.6,,,,,,,,,,,,,,,,,,
Metal Framed Floor - 16inOC - 2x10 - R30 ins.,MasslessOpaqueMaterial,,,,9.383,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Floor - 16inOC - 2x12 - R38 ins.,MasslessOpaqueMaterial,,,,10.756,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Floor - 16inOC - 2x6 - R0 ins.,MasslessOpaqueMaterial,,,,0.003,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Floor - 16inOC - 2x6 - R11 ins.,MasslessOpaqueMaterial,,,,5.309,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Floor - 16inOC - 2x6 - R13 ins.,MasslessOpaqueMaterial,,,,5.854,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Floor - 16inOC - 2x6 - R19 ins.,MasslessOpaqueMaterial,,,,6.92,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Floor - 16inOC - 2x8 - R19 ins.,MasslessOpaqueMaterial,,,,7.414,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Floor - 16inOC - 2x8 - R22 ins.,MasslessOpaqueMaterial,,,,7.815,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Floor - 24inOC - 2x10 - R30 ins.,MasslessOpaqueMaterial,,,,12.443,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Floor - 24inOC - 2x12 - R38 ins.,MasslessOpaqueMaterial,,,,14.569,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Floor - 24inOC - 2x6 - R0 ins.,MasslessOpaqueMaterial,,,,0.003,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Floor - 24inOC - 2x6 - R11 ins.,MasslessOpaqueMaterial,,,,6.576,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Floor - 24inOC - 2x6 - R13 ins.,MasslessOpaqueMaterial,,,,7.544,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Floor - 24inOC - 2x6 - R19 ins.,MasslessOpaqueMaterial,,,,9.037,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Floor - 24inOC - 2x8 - R19 ins.,MasslessOpaqueMaterial,,,,9.564,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Floor - 24inOC - 2x8 - R22 ins.,MasslessOpaqueMaterial,,,,10.336,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Roof - 16inOC - 2x10 - R25 ins.,MasslessOpaqueMaterial,,,,10.16,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Roof - 16inOC - 2x10 - R30 ins.,MasslessOpaqueMaterial,,,,10.92,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Roof - 16inOC - 2x12 - R30 ins.,MasslessOpaqueMaterial,,,,11.42,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Roof - 16inOC - 2x12 - R38 ins.,MasslessOpaqueMaterial,,,,12.34,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Roof - 16inOC - 2x14 - R38 ins.,MasslessOpaqueMaterial,,,,12.97,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Roof - 16inOC - 2x4 - R11 ins.,MasslessOpaqueMaterial,,,,6.01,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Roof - 16inOC - 2x4 - R13 ins.,MasslessOpaqueMaterial,,,,6.52,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Roof - 16inOC - 2x4 - R15 ins.,MasslessOpaqueMaterial,,,,6.96,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Roof - 16inOC - 2x4 - R19 ins.,MasslessOpaqueMaterial,,,,6.52,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Roof - 16inOC - 2x6 - R11 ins.,MasslessOpaqueMaterial,,,,6.39,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Roof - 16inOC - 2x6 - R13 ins.,MasslessOpaqueMaterial,,,,6.96,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Roof - 16inOC - 2x6 - R15 ins.,MasslessOpaqueMaterial,,,,8.16,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Roof - 16inOC - 2x6 - R19 ins.,MasslessOpaqueMaterial,,,,8.26,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Roof - 16inOC - 2x8 - R19 ins.,MasslessOpaqueMaterial,,,,8.68,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Roof - 16inOC - 2x8 - R21 ins.,MasslessOpaqueMaterial,,,,9.01,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Roof - 24inOC - 2x10 - R25 ins.,MasslessOpaqueMaterial,,,,12.97,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Roof - 24inOC - 2x10 - R30 ins.,MasslessOpaqueMaterial,,,,14.13,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Roof - 24inOC - 2x12 - R30 ins.,MasslessOpaqueMaterial,,,,14.65,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Roof - 24inOC - 2x12 - R38 ins.,MasslessOpaqueMaterial,,,,16.44,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Roof - 24inOC - 2x14 - R38 ins.,MasslessOpaqueMaterial,,,,17.13,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Roof - 24inOC - 2x4 - R11 ins.,MasslessOpaqueMaterial,,,,7.27,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Roof - 24inOC - 2x4 - R13 ins.,MasslessOpaqueMaterial,,,,8.06,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Roof - 24inOC - 2x4 - R15 ins.,MasslessOpaqueMaterial,,,,8.68,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Roof - 24inOC - 2x4 - R19 ins.,MasslessOpaqueMaterial,,,,8.06,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Roof - 24inOC - 2x6 - R11 ins.,MasslessOpaqueMaterial,,,,7.61,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Roof - 24inOC - 2x6 - R13 ins.,MasslessOpaqueMaterial,,,,8.36,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Roof - 24inOC - 2x6 - R15 ins.,MasslessOpaqueMaterial,,,,9.89,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Roof - 24inOC - 2x6 - R19 ins.,MasslessOpaqueMaterial,,,,10.31,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Roof - 24inOC - 2x8 - R19 ins.,MasslessOpaqueMaterial,,,,10.76,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Roof - 24inOC - 2x8 - R21 ins.,MasslessOpaqueMaterial,,,,11.42,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Wall - 16inOC - 2x4 - R0 ins.,MasslessOpaqueMaterial,,,,0.643,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Wall - 16inOC - 2x4 - R11 ins.,MasslessOpaqueMaterial,,,,2.924,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Wall - 16inOC - 2x4 - R13 ins.,MasslessOpaqueMaterial,,,,3.068,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Wall - 16inOC - 2x4 - R15 ins.,MasslessOpaqueMaterial,,,,3.199,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Wall - 16inOC - 2x4 - R5 ins.,MasslessOpaqueMaterial,,,,1.309,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Wall - 16inOC - 2x6 - R19 ins.,MasslessOpaqueMaterial,,,,3.924,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Wall - 16inOC - 2x6 - R21 ins.,MasslessOpaqueMaterial,,,,4.078,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Wall - 16inOC - 2x8 - R19 ins.,MasslessOpaqueMaterial,,,,4.558,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Wall - 16inOC - 2x8 - R22 ins.,MasslessOpaqueMaterial,,,,4.71,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Wall - 16inOC - 2x8 - R25 ins.,MasslessOpaqueMaterial,,,,4.789,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Wall - 16inOC - 2x8 - R30 ins.,MasslessOpaqueMaterial,,,,4.829,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Wall - 24inOC - 2x4 - R0 ins.,MasslessOpaqueMaterial,,,,0.658,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Wall - 24inOC - 2x4 - R11 ins.,MasslessOpaqueMaterial,,,,3.222,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Wall - 24inOC - 2x4 - R13 ins.,MasslessOpaqueMaterial,,,,3.386,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Wall - 24inOC - 2x4 - R15 ins.,MasslessOpaqueMaterial,,,,3.536,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Wall - 24inOC - 2x4 - R5 ins.,MasslessOpaqueMaterial,,,,1.463,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Wall - 24inOC - 2x6 - R19 ins.,MasslessOpaqueMaterial,,,,4.558,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Wall - 24inOC - 2x6 - R21 ins.,MasslessOpaqueMaterial,,,,4.671,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Wall - 24inOC - 2x8 - R19 ins.,MasslessOpaqueMaterial,,,,4.996,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Wall - 24inOC - 2x8 - R22 ins.,MasslessOpaqueMaterial,,,,5.171,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Wall - 24inOC - 2x8 - R25 ins.,MasslessOpaqueMaterial,,,,5.263,,,,,,,,,,,,,,,,,,,,,,,
Metal Framed Wall - 24inOC - 2x8 - R30 ins.,MasslessOpaqueMaterial,,,,5.309,,,,,,,,,,,,,,,,,,,,,,,
Metal Insulated Panels - 2 1/2 in.,StandardOpaqueMaterial,Smooth,2.5,0.16644,15.02042778,28.47,0.26,,,,,,,,,,,,,,,,,,,,,
Metal Insulated Panels - 2 in.,StandardOpaqueMaterial,Smooth,2,0.16704,11.97318008,34.87,0.26,,,,,,,,,,,,,,,,,,,,,
Metal Insulated Panels - 3 in.,StandardOpaqueMaterial,Smooth,3,0.16656,18.01152738,24.11,0.26,,,,,,,,,,,,,,,,,,,,,
Metal Insulated Panels - 4 in.,StandardOpaqueMaterial,Smooth,4,0.16992,23.54048964,18.54,0.26,,,,,,,,,,,,,,,,,,,,,
Metal Insulated Panels - 5 in.,StandardOpaqueMaterial,Smooth,5,0.1698,29.44640754,15.14,0.27,,,,,,,,,,,,,,,,,,,,,
Metal Insulated Panels - 6 in.,StandardOpaqueMaterial,Smooth,6,0.16584,36.17945007,12.84,0.27,,,,,,,,,,,,,,,,,,,,,
Metal Roof Insulation R-5.21 IP,StandardOpaqueMaterial,MediumRough,1.769246081,0.339740118,5.207645452,16.54340955,0.199866246,0.9,0.7,0.7,,,,,,,,,,,,,,,,,,
Metal Roof Surface,StandardOpaqueMaterial,Smooth,0.031496063,313.947603,0.000100323,488.4363635,0.119422948,0.9,0.7,0.7,,,,,,,,,,,,,,,,,,
Metal Roof Surface - Cool Roof,StandardOpaqueMaterial,Smooth,0.031496063,313.947603,0.000100323,488.4363635,0.119422948,0.75,0.37,0.7,,,,,,,,,,,,,,,,,,
Metal Roof Surface - Highly Reflective,StandardOpaqueMaterial,Smooth,0.031496063,313.947603,0.000100323,488.4363635,0.119422948,0.75,0.45,0.7,,,,,,,,,,,,,,,,,,
Metal Roofing,StandardOpaqueMaterial,MediumSmooth,0.059055118,312.0478318,0.00018925,479.4467372,0.099933123,0.9,0.6,0.6,,,,,,,,,,,,,,,,,,
Metal Roofing - Cool Roof,StandardOpaqueMaterial,MediumSmooth,0.059055118,312.0478318,0.00018925,479.4467372,0.099933123,0.75,0.37,0.6,,,,,,,,,,,,,,,,,,
Metal Roofing - Highly Reflective,StandardOpaqueMaterial,MediumSmooth,0.059055118,312.0478318,0.00018925,479.4467372,0.099933123,0.75,0.45,0.6,,,,,,,,,,,,,,,,,,
Metal Screw Down Roof - No Thrml Blk - R10 ins.,MasslessOpaqueMaterial,,,,5.756,,,,,,,,,,,,,,,,,,,,,,,
Metal Screw Down Roof - No Thrml Blk - R11 ins.,MasslessOpaqueMaterial,,,,6.414,,,,,,,,,,,,,,,,,,,,,,,
Metal Screw Down Roof - No Thrml Blk - R13ins.,MasslessOpaqueMaterial,,,,6.912,,,,,,,,,,,,,,,,,,,,,,,
Metal Screw Down Roof - No Thrml Blk - R16 ins.,MasslessOpaqueMaterial,,,,8.654,,,,,,,,,,,,,,,,,,,,,,,
Metal Screw Down Roof - No Thrml Blk - R19 ins.,MasslessOpaqueMaterial,,,,9.424,,,,,,,,,,,,,,,,,,,,,,,
Metal Semi-Cond Roof Insulation-1.05,StandardOpaqueMaterial,MediumRough,1.664068118,0.339740118,4.898061868,16.54340955,0.199866246,0.9,0.7,0.7,,,,,,,,,,,,,,,,,,
Metal Siding,StandardOpaqueMaterial,Smooth,0.059055118,311.7288921,0.000189444,479.999849,0.097926818,0.9,0.7,0.7,,,,,,,,,,,,,,,,,,
Metal Siding - 1/16 in.,StandardOpaqueMaterial,Smooth,0.0625,314.4,0.000198791,488.22,0.12,,,,,,,,,,,,,,,,,,,,,
Metal Standing Seam - 1/16 in.,StandardOpaqueMaterial,Smooth,0.0625,3.9996,0.015626563,488.22,0.12,,,,,,,,,,,,,,,,,,,,,
Metal Standing Seam - 1/16 in. CBES,StandardOpaqueMaterial,MediumRough,0.06,4.0241,,488.22,0.12,0.85,0.37,0.85,,,,,,,,,,,,,,,,,,
Metal Standing Seam Roof - Thrml Blk - Dbl Ins. Layer - R10 + R10 Ins.,MasslessOpaqueMaterial,,,,15.093,,,,,,,,,,,,,,,,,,,,,,,
Metal Standing Seam Roof - Thrml Blk - Dbl Ins. Layer - R10 + R11 Ins.,MasslessOpaqueMaterial,,,,15.613,,,,,,,,,,,,,,,,,,,,,,,
Metal Standing Seam Roof - Thrml Blk - Dbl Ins. Layer - R10 + R13 Ins.,MasslessOpaqueMaterial,,,,16.461,,,,,,,,,,,,,,,,,,,,,,,
Metal Standing Seam Roof - Thrml Blk - Dbl Ins. Layer - R10 + R19 Ins.,MasslessOpaqueMaterial,,,,18.451,,,,,,,,,,,,,,,,,,,,,,,
Metal Standing Seam Roof - Thrml Blk - Dbl Ins. Layer - R11 + R11 Ins.,MasslessOpaqueMaterial,,,,15.887,,,,,,,,,,,,,,,,,,,,,,,
Metal Standing Seam Roof - Thrml Blk - Dbl Ins. Layer - R11 + R13 Ins.,MasslessOpaqueMaterial,,,,16.764,,,,,,,,,,,,,,,,,,,,,,,
Metal Standing Seam Roof - Thrml Blk - Dbl Ins. Layer - R11 + R19 Ins.,MasslessOpaqueMaterial,,,,18.828,,,,,,,,,,,,,,,,,,,,,,,
Metal Standing Seam Roof - Thrml Blk - Dbl Ins. Layer - R13 + R13 Ins.,MasslessOpaqueMaterial,,,,17.402,,,,,,,,,,,,,,,,,,,,,,,
Metal Standing Seam Roof - Thrml Blk - Dbl Ins. Layer - R13 + R19 Ins.,MasslessOpaqueMaterial,,,,19.628,,,,,,,,,,,,,,,,,,,,,,,
Metal Standing Seam Roof - Thrml Blk - Dbl Ins. Layer - R16 + R19 Ins.,MasslessOpaqueMaterial,,,,20.497,,,,,,,,,,,,,,,,,,,,,,,
Metal Standing Seam Roof - Thrml Blk - Dbl Ins. Layer - R19 + R19 Ins.,MasslessOpaqueMaterial,,,,20.959,,,,,,,,,,,,,,,,,,,,,,,
Metal Standing Seam Roof - Thrml Blk - Ins. and Filled Cavity - R19 + R10 Ins.,MasslessOpaqueMaterial,,,,23.61,,,,,,,,,,,,,,,,,,,,,,,
Metal Standing Seam Roof - Thrml Blk - R10 ins.,MasslessOpaqueMaterial,,,,9.529,,,,,,,,,,,,,,,,,,,,,,,
Metal Standing Seam Roof - Thrml Blk - R11 ins.,MasslessOpaqueMaterial,,,,10.09,,,,,,,,,,,,,,,,,,,,,,,
Metal Standing Seam Roof - Thrml Blk - R13 ins.,MasslessOpaqueMaterial,,,,11.268,,,,,,,,,,,,,,,,,,,,,,,
Metal Standing Seam Roof - Thrml Blk - R16 ins.,MasslessOpaqueMaterial,,,,13.109,,,,,,,,,,,,,,,,,,,,,,,
Metal Standing Seam Roof - Thrml Blk - R19 ins.,MasslessOpaqueMaterial,,,,14.605,,,,,,,,,,,,,,,,,,,,,,,
Metal Standing Seam Roof - Thrml Blk - R6 ins.,MasslessOpaqueMaterial,,,,5.208,,,,,,,,,,,,,,,,,,,,,,,
Metal Surface,StandardOpaqueMaterial,Smooth,0.031496063,313.947603,0.000100323,488.4363635,0.119422948,0.9,0.7,0.7,,,,,,,,,,,,,,,,,,
Mortar - Cement - 1 3/4 in.,StandardOpaqueMaterial,Smooth,1.76,5.01,0.351297405,116,0.2,,,,,,,,,,,,,,,,,,,,,
Mortar - Cement - 1 in.,StandardOpaqueMaterial,Smooth,1.01,5.0304,0.200779262,116,0.2,,,,,,,,,,,,,,,,,,,,,
NACM_Carpet 3/4in,StandardOpaqueMaterial,Smooth,0.75,0.34691,,18,0.33,0.9,0.7,0.9,,,,,,,,,,,,,,,,,,
